mysqld, Version: 5.7.28-log (MySQL Community Server (GPL)). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2020-11-23T13:19:32.947299Z	    5 Query	show fields from `slave_master_info`
2020-11-23T13:19:32.947613Z	    5 Query	show fields from `slave_master_info`
2020-11-23T13:19:32.947907Z	    5 Query	SET SESSION character_set_results = 'binary'
2020-11-23T13:19:32.947989Z	    5 Query	use `mysql`
2020-11-23T13:19:32.948080Z	    5 Query	select @@collation_database
2020-11-23T13:19:32.948177Z	    5 Query	SHOW TRIGGERS LIKE 'slave\_master\_info'
2020-11-23T13:19:32.948451Z	    5 Query	SET SESSION character_set_results = 'utf8'
2020-11-23T13:19:32.948540Z	    5 Query	ROLLBACK TO SAVEPOINT sp
2020-11-23T13:19:32.948600Z	    5 Query	show table status like 'slave\_relay\_log\_info'
2020-11-23T13:19:32.948868Z	    5 Query	SET SQL_QUOTE_SHOW_CREATE=1
2020-11-23T13:19:32.948952Z	    5 Query	SET SESSION character_set_results = 'binary'
2020-11-23T13:19:32.949039Z	    5 Query	show create table `slave_relay_log_info`
2020-11-23T13:19:32.949167Z	    5 Query	SET SESSION character_set_results = 'utf8'
2020-11-23T13:19:32.949328Z	    5 Query	show fields from `slave_relay_log_info`
2020-11-23T13:19:32.949599Z	    5 Query	show fields from `slave_relay_log_info`
2020-11-23T13:19:32.949846Z	    5 Query	SET SESSION character_set_results = 'binary'
2020-11-23T13:19:32.949930Z	    5 Query	use `mysql`
2020-11-23T13:19:32.950022Z	    5 Query	select @@collation_database
2020-11-23T13:19:32.950135Z	    5 Query	SHOW TRIGGERS LIKE 'slave\_relay\_log\_info'
2020-11-23T13:19:32.950404Z	    5 Query	SET SESSION character_set_results = 'utf8'
2020-11-23T13:19:32.950567Z	    5 Query	ROLLBACK TO SAVEPOINT sp
2020-11-23T13:19:32.950656Z	    5 Query	show table status like 'slave\_worker\_info'
2020-11-23T13:19:32.950909Z	    5 Query	SET SQL_QUOTE_SHOW_CREATE=1
2020-11-23T13:19:32.950990Z	    5 Query	SET SESSION character_set_results = 'binary'
2020-11-23T13:19:32.951077Z	    5 Query	show create table `slave_worker_info`
2020-11-23T13:19:32.951161Z	    5 Query	SET SESSION character_set_results = 'utf8'
2020-11-23T13:19:32.951264Z	    5 Query	show fields from `slave_worker_info`
2020-11-23T13:19:32.951525Z	    5 Query	show fields from `slave_worker_info`
